gene_symbol,ensembl_gene_id,is_oncogene,is_tumor_suppressor,is_cosmic_tier_1
SHQ1,ENSG00000144736,False,True,False
SLX4,ENSG00000188827,False,True,False
SMARCD1,ENSG00000066117,False,False,False
SMARCE1,ENSG00000073584,True,True,True
SMC1A,ENSG00000072501,False,True,False
SMC3,ENSG00000108055,False,True,False
SMYD3,ENSG00000185420,True,False,False
SOS1,ENSG00000115904,True,False,False
SOX17,ENSG00000164736,False,True,False
SPRED1,ENSG00000166068,False,True,False
SS18,ENSG00000141380,True,False,True
STK19,ENSG00000204344,True,False,False
STK40,ENSG00000196182,False,False,False
TAL1,ENSG00000162367,True,False,True
TAP1,ENSG00000168394,False,False,False
TAP2,ENSG00000204267,False,False,False
TCL1A,ENSG00000100721,True,False,True
TFE3,ENSG00000068323,True,False,True
TGFBR1,ENSG00000106799,False,True,False
TLX1,ENSG00000107807,True,False,True
TLX3,ENSG00000164438,True,False,True
TNFRSF17,ENSG00000048462,True,False,True
TP53BP1,ENSG00000067369,False,True,False
TRAF3,ENSG00000131323,False,True,False
TRAF5,ENSG00000082512,False,True,False
TYK2,ENSG00000105397,True,False,False
U2AF2,ENSG00000063244,False,False,False
UBR5,ENSG00000104517,True,False,True
UPF1,ENSG00000005007,False,False,False
USP8,ENSG00000138592,True,False,True
VTCN1,ENSG00000134258,False,False,False
XBP1,ENSG00000100219,True,False,False
XIAP,ENSG00000101966,True,False,False
YAP1,ENSG00000137693,True,False,False
YES1,ENSG00000176105,True,False,False
ZNF217,ENSG00000171940,True,False,False
ABI1,ENSG00000136754,False,False,True
ACKR3,ENSG00000144476,True,True,True
ACTG1,ENSG00000184009,False,True,False
AFDN,ENSG00000130396,False,False,True
AFF1,ENSG00000172493,False,False,True
AGO1,ENSG00000092847,True,False,False
ALB,ENSG00000163631,False,False,False
APLNR,ENSG00000134817,True,True,False
ARFRP1,ENSG00000101246,False,False,False
ARHGEF28,ENSG00000214944,True,False,False
ARID3A,ENSG00000116017,False,True,False
ARID3B,ENSG00000179361,True,False,False
ARID3C,ENSG00000205143,False,False,False
ARID4A,ENSG00000032219,False,True,False
ARID4B,ENSG00000054267,False,True,False
ARID5A,ENSG00000196843,False,False,False
ARNT,ENSG00000143437,False,False,True
ATP1A1,ENSG00000163399,True,True,True
ATP6AP1,ENSG00000071553,False,False,False
ATP6V1B2,ENSG00000147416,False,True,False
ATXN2,ENSG00000204842,False,True,False
ATXN7,ENSG00000163635,True,False,False
BACH2,ENSG00000112182,False,True,False
BCL11A,ENSG00000119866,False,False,True
BCL2L2,ENSG00000129473,False,False,False
BRD3,ENSG00000169925,True,False,True
BRSK1,ENSG00000160469,False,True,False
CACNA1D,ENSG00000157388,True,False,True
CAD,ENSG00000084774,True,False,False
CAMTA1,ENSG00000171735,False,False,True
CANT1,ENSG00000171302,True,False,True
CARS1,ENSG00000110619,False,False,True
CD28,ENSG00000178562,True,False,False
CDH11,ENSG00000140937,True,False,True
CDX2,ENSG00000165556,False,False,True
CEP43,ENSG00000213066,False,False,True
CHD2,ENSG00000173575,False,True,False
CHD4,ENSG00000111642,True,False,True
CLTC,ENSG00000141367,False,False,True
CMTR2,ENSG00000180917,False,True,False
COL2A1,ENSG00000139219,False,True,True
CRBN,ENSG00000113851,False,True,False
CREB1,ENSG00000118260,True,False,True
CREB3L1,ENSG00000157613,False,False,True
CREB3L2,ENSG00000182158,False,False,True
CTR9,ENSG00000198730,False,True,False
CUL4A,ENSG00000139842,True,False,False
CYP19A1,ENSG00000137869,True,False,False
DDX10,ENSG00000178105,False,False,True
DDX5,ENSG00000108654,True,False,True
DDX6,ENSG00000110367,False,False,True
ECT2L,ENSG00000203734,False,True,False
EGR1,ENSG00000120738,False,True,False
EIF3E,ENSG00000104408,False,False,True
ELK4,ENSG00000158711,True,False,True
ELN,ENSG00000049540,True,False,False
EML4,ENSG00000143924,False,False,True
EP400,ENSG00000183495,False,True,False
EPHB4,ENSG00000196411,True,False,False
EPOR,ENSG00000187266,True,False,False
EPS15,ENSG00000085832,False,False,True
ERC1,ENSG00000082805,True,False,True
ESCO2,ENSG00000171320,False,True,False
ETAA1,ENSG00000143971,False,True,False
ETS1,ENSG00000134954,True,True,False
EXT1,ENSG00000182197,False,True,True
EZHIP,ENSG00000187690,True,False,False
EZR,ENSG00000092820,False,False,True
FCGR2B,ENSG00000072694,False,False,True
FCRL4,ENSG00000163518,False,False,True
FES,ENSG00000182511,True,False,True
FOXF1,ENSG00000103241,True,True,False
FOXO4,ENSG00000184481,False,False,True
FRS2,ENSG00000166225,True,False,False
FSTL3,ENSG00000070404,False,False,True
FURIN,ENSG00000140564,True,False,False
GAB1,ENSG00000109458,True,False,False
GAB2,ENSG00000033327,True,False,False
GABRA6,ENSG00000145863,True,False,False
GAS7,ENSG00000007237,False,False,True
GATA4,ENSG00000136574,False,True,False
GATA6,ENSG00000141448,True,False,False
GID4,ENSG00000141034,False,False,False
GPHN,ENSG00000171723,False,False,True
GRM3,ENSG00000198822,False,False,False
GTF2I,ENSG00000263001,True,False,False
H1-5,ENSG00000184357,False,True,False
H2BC8,ENSG00000273802,False,False,False
H4C9,ENSG00000276180,False,False,True
HERPUD1,ENSG00000051108,False,False,True
HEY1,ENSG00000164683,False,False,True
HIP1,ENSG00000127946,False,False,True
HIRA,ENSG00000100084,False,True,False
HLA-C,ENSG00000204525,False,True,False
HLF,ENSG00000108924,False,False,True
HOXA13,ENSG00000106031,False,False,True
HOXA9,ENSG00000078399,False,False,True
HOXC11,ENSG00000123388,False,False,True
HOXC13,ENSG00000123364,False,False,True
HOXD11,ENSG00000128713,False,False,True
HOXD13,ENSG00000128714,False,False,True
HSD3B1,ENSG00000203857,True,False,False
HSP90AB1,ENSG00000096384,False,False,True
IGH,,False,False,True
IGK,,False,False,True
IGL,,False,False,True
IL21R,ENSG00000103522,False,False,True
IL3,ENSG00000164399,True,False,False
IL6ST,ENSG00000134352,True,False,True
IRF2,ENSG00000168310,False,True,False
ITK,ENSG00000113263,False,False,True
KBTBD4,ENSG00000123444,False,False,False
KDSR,ENSG00000119537,False,False,True
KEL,ENSG00000197993,True,False,False
KIF5B,ENSG00000170759,False,False,True
KLF5,ENSG00000102554,True,False,False
KSR2,ENSG00000171435,True,False,False
LASP1,ENSG00000002834,False,False,True
LPP,ENSG00000145012,False,False,True
LTB,ENSG00000227507,True,True,False
LTK,ENSG00000062524,True,False,False
LYL1,ENSG00000104903,False,False,True
MAD2L2,ENSG00000116670,True,True,False
MAP3K7,ENSG00000135341,True,False,False
MEF2C,ENSG00000081189,True,True,False
MERTK,ENSG00000153208,True,False,False
MGAM,ENSG00000257335,True,False,False
MKI67,ENSG00000148773,True,False,False
MLF1,ENSG00000178053,False,False,True
MLLT6,ENSG00000275023,False,False,True
MOB3B,ENSG00000120162,False,True,False
MPEG1,ENSG00000197629,False,False,False
MRTFA,ENSG00000196588,False,False,True
MSN,ENSG00000147065,False,False,True
MUC1,ENSG00000185499,False,False,True
MYH9,ENSG00000100345,False,False,True
MYO5A,ENSG00000197535,True,False,True
NADK,ENSG00000008130,True,False,False
NCOA2,ENSG00000140396,False,False,True
NDRG1,ENSG00000104419,False,False,True
NFE2,ENSG00000123405,True,False,False
NFKB2,ENSG00000077150,False,False,True
NIN,ENSG00000100503,False,False,True
NRG1,ENSG00000157168,True,False,True
NUMA1,ENSG00000137497,False,False,True
PAFAH1B2,ENSG00000168092,False,False,True
PAX8,ENSG00000125618,True,False,True
PBX1,ENSG00000185630,False,False,True
PCM1,ENSG00000078674,False,False,True
PDE4DIP,ENSG00000178104,False,False,True
PDS5B,ENSG00000083642,False,True,False
PER1,ENSG00000179094,False,False,True
PGBD5,ENSG00000177614,True,False,False
PICALM,ENSG00000073921,False,False,True
PIGA,ENSG00000165195,False,True,False
PIK3C2B,ENSG00000133056,True,False,False
PLAG1,ENSG00000181690,False,False,True
POU2AF1,ENSG00000110777,False,False,True
PPP2R2A,ENSG00000221914,False,True,False
PRDM16,ENSG00000142611,False,False,True
PRKACA,ENSG00000072062,True,False,True
PRKDC,ENSG00000253729,True,True,False
PRRX1,ENSG00000116132,False,False,True
PSIP1,ENSG00000164985,False,False,True
PTPN1,ENSG00000196396,True,True,False
PTPN13,ENSG00000163629,False,True,True
PTPRO,ENSG00000151490,False,False,False
RABEP1,ENSG00000029725,False,False,True
RANBP2,ENSG00000153201,True,False,True
RAP1GDS1,ENSG00000138698,False,False,True
RELN,ENSG00000189056,False,False,False
REST,ENSG00000084093,False,True,False
RHOH,ENSG00000168421,False,False,True
RNF213,ENSG00000173821,False,False,True
ROBO1,ENSG00000169855,False,True,False
RPL22,ENSG00000116251,False,False,True
RPL5,ENSG00000122406,False,True,True
RPN1,ENSG00000163902,False,False,True
RSPO2,ENSG00000147655,False,False,True
SAMHD1,ENSG00000101347,False,True,False
SCG5,ENSG00000166922,True,False,False
SDC4,ENSG00000124145,False,False,True
SERPINB3,ENSG00000057149,True,True,False
SERPINB4,ENSG00000206073,False,False,False
SETD1A,ENSG00000099381,True,False,False
SETD1B,ENSG00000139718,False,False,False
SETD3,ENSG00000183576,False,False,False
SETD4,ENSG00000185917,False,False,False
SETD5,ENSG00000168137,False,False,False
SETD6,ENSG00000103037,False,False,False
SETD7,ENSG00000145391,False,False,False
SETDB2,ENSG00000136169,False,True,False
SH3GL1,ENSG00000141985,False,False,True
SLC34A2,ENSG00000157765,False,False,True
SLFN11,ENSG00000172716,False,True,False
SMARCA2,ENSG00000080503,False,True,False
SMG1,ENSG00000157106,False,True,False
SOCS3,ENSG00000184557,False,True,False
SOX10,ENSG00000100146,True,False,False
SP140,ENSG00000079263,False,True,False
SPRTN,ENSG00000010072,False,True,False
SRSF3,ENSG00000112081,False,False,True
SSX1,ENSG00000126752,False,False,True
SSX2,ENSG00000241476,False,False,True
SSX4,ENSG00000268009,False,False,True
STAG1,ENSG00000118007,False,True,False
STAT4,ENSG00000138378,True,False,False
TAF1,ENSG00000147133,True,False,False
TAF15,ENSG00000270647,False,False,True
TAL2,ENSG00000186051,False,False,True
TET3,ENSG00000187605,False,True,False
TFG,ENSG00000114354,False,False,True
TPM3,ENSG00000143549,False,False,True
TPM4,ENSG00000167460,False,False,True
TRIM24,ENSG00000122779,False,False,True
TRIM27,ENSG00000204713,True,False,True
TRIP11,ENSG00000100815,False,False,True
TRIP13,ENSG00000071539,True,True,False
USP6,ENSG00000129204,False,False,True
VAV1,ENSG00000141968,True,False,False
VAV2,ENSG00000160293,True,False,False
WIF1,ENSG00000156076,False,True,True
XPC,ENSG00000154767,False,True,True
ZBTB16,ENSG00000109906,False,False,True
ZBTB7A,ENSG00000178951,True,True,False
ZMYM2,ENSG00000121741,False,False,True
ZMYM3,ENSG00000147130,False,True,False
ZNF384,ENSG00000126746,False,False,True
ZNF521,ENSG00000198795,False,False,True
ZNF703,ENSG00000183779,False,False,False
ZNRF3,ENSG00000183579,False,True,False
ACSL3,ENSG00000123983,False,False,True
ACSL6,ENSG00000164398,False,False,False
ACTB,ENSG00000075624,False,False,False
ACVR2A,ENSG00000121989,False,False,True
ADGRA2,ENSG00000020181,False,False,False
ADHFE1,ENSG00000147576,True,False,False
AFF3,ENSG00000144218,False,False,True
AJUBA,ENSG00000129474,False,True,False
ALDH1L2,ENSG00000136010,True,False,False
ALDH2,ENSG00000111275,False,True,False
ANKRD26,ENSG00000107890,True,False,False
APH1A,ENSG00000117362,False,False,False
APOBEC3B,ENSG00000179750,False,False,True
ASMTL,ENSG00000169093,False,False,False
ASPSCR1,ENSG00000169696,False,False,True
ATG5,ENSG00000057663,False,False,False
ATP2B3,ENSG00000067842,False,False,True
ATRIP,ENSG00000164053,False,True,False
BAALC,ENSG00000164929,True,False,False
BAX,ENSG00000087088,False,False,True
BCL9L,ENSG00000186174,False,False,True
BTLA,ENSG00000186265,False,False,False
BUB1B,ENSG00000156970,False,False,True
CBLB,ENSG00000114423,False,False,True
CBLC,ENSG00000142273,False,False,True
CCDC6,ENSG00000108091,False,False,True
CCN6,ENSG00000112761,False,False,False
CCNB1IP1,ENSG00000100814,False,False,True
CCNB3,ENSG00000147082,True,False,False
CCT6B,ENSG00000132141,False,False,False
CD19,ENSG00000177455,True,False,False
CD36,ENSG00000135218,False,False,False
CDH2,ENSG00000170558,True,False,False
CDH4,ENSG00000179242,True,False,False
CHCHD7,ENSG00000170791,False,False,True
CHIC2,ENSG00000109220,False,False,False
CHN1,ENSG00000128656,False,False,False
CHTF8,ENSG00000168802,False,True,False
CILK1,ENSG00000112144,False,False,False
CKS1B,ENSG00000173207,False,False,False
CLIP1,ENSG00000130779,False,False,True
CLP1,ENSG00000172409,False,False,False
CNBP,ENSG00000169714,False,False,True
CNOT3,ENSG00000088038,False,False,True
CPS1,ENSG00000021826,False,False,False
CRTC1,ENSG00000105662,False,False,True
CRTC3,ENSG00000140577,False,False,True
CSF1,ENSG00000184371,False,False,False
CYP17A1,ENSG00000148795,False,False,False
DAZAP1,ENSG00000071626,False,False,False
DCTN1,ENSG00000204843,False,False,True
DDB2,ENSG00000134574,False,False,True
DDR1,ENSG00000204580,False,False,False
DDX4,ENSG00000152670,True,False,False
DDX41,ENSG00000183258,False,True,False
DKK1,ENSG00000107984,False,False,False
DKK2,ENSG00000155011,False,False,False
DKK3,ENSG00000050165,False,False,False
DKK4,ENSG00000104371,False,False,False
DPYD,ENSG00000188641,False,False,False
DUSP2,ENSG00000158050,False,False,False
DUSP9,ENSG00000130829,False,False,False
ECSIT,ENSG00000130159,True,False,False
EIF2B1,ENSG00000111361,False,True,False
ELP2,ENSG00000134759,False,False,False
ERCC1,ENSG00000012061,False,True,False
EXOSC6,ENSG00000223496,False,False,False
EXT2,ENSG00000151348,False,False,True
FAF1,ENSG00000185104,False,False,False
FANCM,ENSG00000187790,False,True,False
FAT4,ENSG00000196159,False,False,True
FBXO31,ENSG00000103264,False,False,False
FBXW2,ENSG00000119402,False,False,False
FGF1,ENSG00000113578,True,False,False
FGF12,ENSG00000114279,False,False,False
FGF2,ENSG00000138685,True,False,False
FGF5,ENSG00000138675,True,False,False
FGF7,ENSG00000140285,True,False,False
FIP1L1,ENSG00000145216,False,False,True
FLYWCH1,ENSG00000059122,False,False,False
FNBP1,ENSG00000187239,False,False,False
FOLH1,ENSG00000086205,True,False,False
FOLR1,ENSG00000110195,True,False,False
FOXN4,ENSG00000139445,True,False,False
FSTL1,ENSG00000163430,True,False,False
FZR1,ENSG00000105325,True,True,False
GADD45B,ENSG00000099860,False,False,False
GMPS,ENSG00000163655,False,False,False
GOLGA5,ENSG00000066455,False,False,True
GOPC,ENSG00000047932,False,False,True
GPC3,ENSG00000147257,False,False,True
GRB7,ENSG00000141738,True,False,False
GTSE1,ENSG00000075218,False,False,False
H3C15,ENSG00000203852,False,False,False
H3P6,ENSG00000235655,False,False,False
H4C6,ENSG00000274618,False,False,False
HDAC2,ENSG00000196591,True,False,False
HFE,ENSG00000010704,True,False,False
HNF1B,ENSG00000275410,False,False,False
HNRNPA2B1,ENSG00000122566,False,False,True
HOOK3,ENSG00000168172,False,False,True
HOXA3,ENSG00000105997,False,False,False
HSD17B2,ENSG00000086696,False,True,False
HTATIP2,ENSG00000109854,False,True,False
ID1,ENSG00000125968,True,False,False
IFNAR1,ENSG00000142166,False,False,False
IKBKB,ENSG00000104365,False,False,True
IKZF2,ENSG00000030419,False,False,False
IL2,ENSG00000109471,False,False,True
ING1,ENSG00000153487,False,True,False
INPP5D,ENSG00000168918,False,False,False
INTS6,ENSG00000102786,False,True,False
IQGAP1,ENSG00000140575,True,False,False
IRS4,ENSG00000133124,False,False,True
ITPKB,ENSG00000143772,True,False,False
JAZF1,ENSG00000153814,False,False,False
KAT6B,ENSG00000156650,False,False,True
KAT7,ENSG00000136504,True,False,False
KCNJ5,ENSG00000120457,False,False,True
KDM2B,ENSG00000089094,False,False,False
KDM4C,ENSG00000107077,False,False,False
KDM5D,ENSG00000012817,True,True,False
KLF2,ENSG00000127528,False,True,False
KLF3,ENSG00000109787,False,True,False
KLF6,ENSG00000067082,False,False,True
KLK2,ENSG00000167751,False,False,True
KNL1,ENSG00000137812,False,False,True
KTN1,ENSG00000126777,False,False,True
LARP4B,ENSG00000107929,False,False,False
LCP1,ENSG00000136167,False,False,False
LGR5,ENSG00000139292,True,False,False
LIFR,ENSG00000113594,False,False,True
LMNA,ENSG00000160789,False,False,True
LRIG3,ENSG00000139263,False,False,True
LRP5,ENSG00000162337,True,True,False
LRP6,ENSG00000070018,True,False,False
LRRK2,ENSG00000188906,False,False,False
MAGED1,ENSG00000179222,False,False,False
MAL2,ENSG00000147676,False,True,False
MAML2,ENSG00000184384,False,False,True
MAP3K21,ENSG00000143674,True,False,False
MAP3K6,ENSG00000142733,False,False,False
MAP4K4,ENSG00000071054,True,False,False
MBD4,ENSG00000129071,False,True,False
MBD6,ENSG00000166987,False,True,False
MDS2,ENSG00000197880,False,False,False
MEF2D,ENSG00000116604,True,False,False
MIB1,ENSG00000101752,False,False,False
MIDEAS,ENSG00000156030,False,True,False
MKNK1,ENSG00000079277,False,False,False
MLH3,ENSG00000119684,False,True,False
MLLT11,ENSG00000213190,False,False,True
MNX1,ENSG00000130675,False,False,False
MS4A1,ENSG00000156738,False,False,False
MTCP1,ENSG00000214827,False,False,True
MTHFD2,ENSG00000065911,True,False,False
MYBL1,ENSG00000185697,True,False,False
MYO18A,ENSG00000196535,False,False,False
NAB2,ENSG00000166886,False,False,True
NACA,ENSG00000196531,False,False,False
NBEAP1,ENSG00000258590,False,False,False
NCOA1,ENSG00000084676,False,False,True
NCOA4,ENSG00000266412,False,False,True
NFATC2,ENSG00000101096,False,False,True
NFIB,ENSG00000147862,False,False,True
NFKBIE,ENSG00000146232,False,False,True
NOD1,ENSG00000106100,False,False,False
NONO,ENSG00000147140,False,False,True
NQO1,ENSG00000181019,True,False,False
NUTM2A,ENSG00000184923,False,False,False
NUTM2B,ENSG00000188199,False,False,True
NUTM2D,ENSG00000214562,False,False,True
OLIG2,ENSG00000205927,False,False,True
OMD,ENSG00000127083,False,False,False
ONECUT2,ENSG00000119547,True,False,False
PAG1,ENSG00000076641,False,False,False
PAK3,ENSG00000077264,False,False,False
PARP2,ENSG00000129484,False,False,False
PARP3,ENSG00000041880,False,False,False
PASK,ENSG00000115687,False,False,False
PATZ1,ENSG00000100105,False,False,True
PC,ENSG00000173599,False,False,False
PCLO,ENSG00000186472,False,False,False
PCSK7,ENSG00000160613,False,False,False
PDCD11,ENSG00000148843,False,False,False
PHF1,ENSG00000112511,False,False,False
PHF19,ENSG00000119403,True,False,False
PHLPP1,ENSG00000081913,False,True,False
PHLPP2,ENSG00000040199,False,True,False
POLG,ENSG00000140521,False,False,False
POLQ,ENSG00000051341,False,False,True
POU2F2,ENSG00000028277,True,False,False
POU3F2,ENSG00000184486,True,False,False
POU3F4,ENSG00000196767,True,False,False
POU5F1,ENSG00000204531,False,False,True
PPFIBP1,ENSG00000110841,False,False,True
PPP1CB,ENSG00000213639,False,False,False
PRCC,ENSG00000143294,False,False,True
PRF1,ENSG00000180644,False,False,True
PRPF8,ENSG00000174231,False,True,False
PRSS1,ENSG00000204983,False,False,False
PRSS8,ENSG00000052344,False,False,False
PSMB2,ENSG00000126067,True,False,False
PTK6,ENSG00000101213,False,False,True
PTK7,ENSG00000112655,False,False,False
PTPN14,ENSG00000152104,False,True,False
PTPN6,ENSG00000111679,False,False,False
PTPRB,ENSG00000127329,False,False,True
PTPRC,ENSG00000081237,False,False,True
PTPRK,ENSG00000152894,False,False,True
PUM1,ENSG00000134644,False,False,False
RAD17,ENSG00000152942,False,True,False
RALGDS,ENSG00000160271,False,False,False
RASGEF1A,ENSG00000198915,False,False,False
REV3L,ENSG00000009413,True,False,False
RMI2,ENSG00000175643,False,False,True
RNASEH2A,ENSG00000104889,True,False,False
RNASEH2B,ENSG00000136104,False,True,False
RNF217-AS1,ENSG00000236548,False,False,False
RPL10,ENSG00000147403,False,False,True
RPS15,ENSG00000115268,True,False,False
RSPO3,ENSG00000146374,False,False,True
RUNX2,ENSG00000124813,False,False,False
S1PR2,ENSG00000267534,False,False,False
SALL4,ENSG00000101115,False,False,True
SBDS,ENSG00000126524,False,False,True
SEC31A,ENSG00000138674,False,False,False
SEPTIN5,ENSG00000184702,False,False,False
SEPTIN6,ENSG00000125354,False,False,False
SEPTIN9,ENSG00000184640,False,False,False
SERP2,ENSG00000151778,False,False,False
SF3B2,ENSG00000087365,True,False,False
SFPQ,ENSG00000116560,False,False,True
SFRP1,ENSG00000104332,False,True,False
SFRP2,ENSG00000145423,True,True,False
SFRP4,ENSG00000106483,False,False,True
SIX1,ENSG00000126778,False,False,True
SLC1A2,ENSG00000110436,False,False,False
SLC45A3,ENSG00000158715,False,False,True
SLC9A3R1,ENSG00000109062,True,True,False
SLIT2,ENSG00000145147,False,False,False
SLIT3,ENSG00000184347,False,True,False
SMARCA1,ENSG00000102038,False,False,False
SNCAIP,ENSG00000064692,False,False,False
SND1,ENSG00000197157,False,False,True
SNX29,ENSG00000048471,False,False,False
SOCS2,ENSG00000120833,False,False,False
SQSTM1,ENSG00000161011,True,False,False
SRP72,ENSG00000174780,True,False,False
SS18L1,ENSG00000184402,False,False,True
STAT1,ENSG00000115415,False,False,False
STAT2,ENSG00000170581,False,False,False
STIL,ENSG00000123473,False,False,True
STRN,ENSG00000115808,False,False,True
SZT2,ENSG00000198198,False,False,False
TCEA1,ENSG00000187735,False,False,True
TCF12,ENSG00000140262,False,False,True
TCL1B,ENSG00000213231,True,False,False
TEC,ENSG00000135605,False,False,False
TERC,ENSG00000270141,False,False,False
TFEB,ENSG00000112561,False,False,True
TFPT,ENSG00000105619,False,False,False
TFRC,ENSG00000072274,False,False,False
TIGAR,ENSG00000078237,True,False,False
TIPARP,ENSG00000163659,False,False,False
TLE1,ENSG00000196781,False,False,False
TLE2,ENSG00000065717,False,False,False
TLE3,ENSG00000140332,False,False,False
TLE4,ENSG00000106829,False,False,False
TLL2,ENSG00000095587,False,False,False
TMEM30A,ENSG00000112697,False,False,False
TMSB4XP8,ENSG00000187653,False,False,False
TNFRSF11A,ENSG00000141655,False,False,False
TNFSF13,ENSG00000161955,True,False,False
TONSL,ENSG00000160949,False,False,False
TPR,ENSG00000047410,False,False,True
TRIB3,ENSG00000101255,True,False,False
TRIM33,ENSG00000197323,False,False,True
TRRAP,ENSG00000196367,False,False,True
TTL,ENSG00000114999,False,False,False
TUSC3,ENSG00000104723,False,False,False
TYRO3,ENSG00000092445,False,False,False
UBE2A,ENSG00000077721,True,False,False
UCHL1,ENSG00000154277,True,False,False
WAS,ENSG00000015285,False,False,True
WDCP,ENSG00000163026,False,False,True
WDR90,ENSG00000161996,False,False,False
WRN,ENSG00000165392,False,False,True
WWP1,ENSG00000123124,True,False,False
XPA,ENSG00000136936,False,False,True
XRCC1,ENSG00000073050,False,True,False
YPEL5,ENSG00000119801,False,False,False
YWHAE,ENSG00000108953,False,False,True
YY1,ENSG00000100811,True,False,False
YY1AP1,ENSG00000163374,False,False,False
ZBTB20,ENSG00000181722,True,True,False
ZFP36L1,ENSG00000185650,False,True,False
ZFP36L2,ENSG00000152518,False,True,False
ZNF24,ENSG00000172466,False,False,False
ZNF331,ENSG00000130844,False,False,True
ZNF750,ENSG00000141579,False,True,False
